li2 khui1 a1i5	li2|khui1|a1.i5
khi3 kio3 a1ma2	khi3|kio3|a1.ma2
ho2	ho2
ho2	ho2
a1ma2 hia1 ho2	a1.ma2|hia1|ho2
m7bian2 koo3	m7bian2|koo3
gua2 khuann3 cia1 kok0kok0ke1	gua2|khuann3|cia1|kok0kok0ke1
cia1 kok0ke1	cia1|kok0ke1
ce1 sann2	ce1|sann2
e7hiau2 chiunn3	e7hiau2|chiunn3
kin2	kin2
chiu2	chiu2
chiu2	chiu2
ce1 sann2	ce1|sann2
li2 kong2	li2|kong2
hia1	hia1
thau5moo1	thau5moo1
li2 khuann3	li2|khuann3
ping2chia1	ping2.chia1
ping2chia1	ping2.chia1
cia1	cia1
ce1	ce1
tueh4	tueh4
beh4 khi3 ueh4	beh4|khi3|ueh4
tueh4	tueh4
be7sai2 kue3	be7sai2|kue3
be7sai2	be7sai2
be7sai2 kue3	be7sai2|kue3
khoo3	khoo3
khoo3	khoo3
kue3	kue3
li2 beh4 kue3	li2|beh4|kue3
li2	li2
ho2	ho2
kue3	kue3
be7sai2 kue3	be7sai2|kue3
be7sai2 kue3	be7sai2|kue3
kue3	kue3
siunn7beh4 kue3	siunn7beh4|kue3
gua2	gua2
he1	he1
li2 kio3	li2|kio3
li2 kio3	li2|kio3
kio3 he1	kio3|he1
li2 kio3	li2|kio3
li2 kio3	li2|kio3
a1ma2	a1.ma2
li2 kio3	li2|kio3
a1ma2	a1.ma2
kong2	kong2
pa1pa1 tueh4	pa1.pa1|tueh4
pa1pa1	pa1.pa1
cit4le0	cit4.le0
cit4le0	cit4.le0
ce1le0	ce1.le0
ce1	ce1
ce1le0	ce1.le0
pa1pa1	pa1.pa1
he1le0	he1.le0
cit4le0	cit4.le0
ce1 pa1pa1	ce1|pa1.pa1
tueh4	tueh4
ce1 a1ma2	ce1|a1.ma2
li2 kong2	li2|kong2
ce1le0	ce1.le0
he1le0	he1.le0
hia1	hia1
a1phi5	a1.phi5
a1phi5	a1.phi5
a1phi5	a1.phi5
he1 a1phi5	he1|a1.phi5
a1phi5	a1.phi5
ne1ne1	ne1.ne1
ne1ne1	ne1.ne1
ce1le0	ce1.le0
teh4 chong3 sann2	teh4|chong3|sann2
an3ne1	an3.ne1
ce1	ce1
ce1	ce1
he1 sann2	he1|sann2
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
ce1 chui3khi2	ce1|chui3.khi2
hia1 chui3khi2	hia1|chui3.khi2
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
li2 bak8ciu1	li2|bak8ciu1
hia1	hia1
chui3khi2	chui3.khi2
ge5a2 chau3chau3	ge5a2|chau3.chau3
khu3khu3sau3	khu3.khu3.sau3
ce1 sann2	ce1|sann2
an3ne1	an3.ne1
chui3khi2	chui3.khi2
chui3khi2	chui3.khi2
an3ne1	an3.ne1
ho2ciah8	ho2.ciah8
ping1	ping1
ping1	ping1
ping1	ping1
an3ne1	an3.ne1
he1 sann2	he1|sann2
ne1ne1	ne1.ne1
kho2lian5	kho2.lian5
chui3khi2thiann3	chui3.khi2.thiann3
chui3khi2thiann3	chui3.khi2.thiann3
khok4tioh8	khok4.tioh8
khok4tioh8	khok4.tioh8
an3ne1	an3.ne1
oo1chenn1	oo1.chenn1
oo1chenn1	oo1.chenn1
ce1	ce1
he1	he1
ce1	ce1
cia1	cia1
ce1 sann2	ce1|sann2
kok0kok0ke1	kok0kok0ke1
kok0kok0ke1	kok0kok0ke1
kok0kok0ke1	kok0kok0ke1
kok0kok0ke1	kok0kok0ke1
hia1	hia1
a1ma2 kok0kok0ke1	a1.ma2|kok0kok0ke1
tueh4	tueh4
kok0kok0ke1	kok0kok0ke1
cia1	cia1
ce1 sann2	ce1|sann2
ce1	ce1
ce1	ce1
gua2 cai1	gua2|cai1
ce1	ce1
cia1	cia1
cia1	cia1
cun5a2	cun5a2
cun5a2	cun5a2
cun5a2	cun5a2
cun5a2	cun5a2
ne1ne1	ne1.ne1
ne1ne1	ne1.ne1
ne1ne1	ne1.ne1
cia1	cia1
ne1ne1	ne1.ne1
ne1ne1	ne1.ne1
li2	li2
niau1mi1	niau1.mi1
niau1mi1 tueh4	niau1.mi1|tueh4
niau1mi1	niau1.mi1
cia1	cia1
niau1mi1	niau1.mi1
cia1	cia1
li2 khuann3	li2|khuann3
li2 khuann3	li2|khuann3
li2 khuann3	li2|khuann3
he1 sann2	he1|sann2
he1 sann2	he1|sann2
khuann3bo5	khuann3.bo5
huan1beh8	huan1.beh8
ce1	ce1
li2 kong2	li2|kong2
chai3	chai3
cu2chai3	cu2.chai3
khui1 khui1	khui1|khui1
an3nua2	an3.nua2
tan2	tan2
khui1 khui1	khui1|khui1
li2 kong2	li2|kong2
khui1 khui1	khui1|khui1
te3	te3
te3	te3
te3 ho2	te3|ho2
he1 phua3khi3	he1|phua3.khi3
ho2 koh4 te3	ho2|koh4|te3
te3	te3
ho2ciah8	ho2.ciah8
ho2ciah8	ho2.ciah8
i1 an3ne1	i1|an3.ne1
chui3sai5	chui3.sai5
a1kong1 khi3 suann1	a1.kong1|khi3|suann1
khi3 suann1	khi3|suann1
li2 khuann3	li2|khuann3
li2 khuann3	li2|khuann3
giu2 hinn7a2	giu2|hinn7a2
giu2lue3	giu2.lue3
hinn7a2 tueh4	hinn7a2|tueh4
cia1	cia1
cia1	cia1
cia1	cia1
hinn7a2	hinn7a2
hinn7a2	hinn7a2
giu2lue3	giu2.lue3
giu2 hinn7a2	giu2|hinn7a2
kong3	kong3
li2 khuann3	li2|khuann3
li2 khuann3	li2|khuann3
to1a2	to1.a2
tong7lue3	tong7lue3
thiann3	thiann3
lau5hueh4	lau5hueh4
ce1	ce1
i1 bong1	i1|bong1
ce1 sann2	ce1|sann2
chiu2	chiu2
chiu2	chiu2
cia1 chiu2	cia1|chiu2
li2 chiu2	li2|chiu2
li2 chiu2	li2|chiu2
to1a2	to1.a2
sio1phah4	sio1.phah4
puah8to2	puah8to2
ce1 peh4 lau5thui1	ce1|peh4|lau5thui1
peh4 lau5thui1	peh4|lau5thui1
an3na2	an3.na2
an3na2	an3.na2
an3na2	an3.na2
that4lue3	that4.lue3
kha1 that4lue3	kha1|that4.lue3
khian1lue3	khian1.lue3
cia1	cia1
bua9kin2	bua9kin2
cia1 cui2	cia1|cui2
cia1 cui2	cia1|cui2
sng2cui2	sng2.cui2
hu1hu1	hu1.hu1
hu1hu1	hu1.hu1
hu1hu1	hu1.hu1
hu1hu1	hu1.hu1
hu1	hu1
hu1 ho2	hu1|ho2
khoo1khoo1	khoo1.khoo1
gua2	gua2
he1 lai7te2 khoo1khoo1	he1|lai7te2|khoo1.khoo1
sui2	sui2
sui2	sui2
kuai1	kuai1
kuai1	kuai1
bo5ai3	bo5ai3
bo5ai3	bo5ai3
li2 khuann3	li2|khuann3
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
li2 phah4	li2|phah4
he1 a1i5	he1|a1.i5
a1i5	a1.i5
a1i5	a1.i5
cun5a2	cun5a2
cun5a2	cun5a2
cun5a2	cun5a2
he1 kam2 khoo1khoo1	he1|kam2|khoo1.khoo1
khoo1khoo1	khoo1.khoo1
li2 cai1iann2 khoo1khoo1	li2|cai1.iann2|khoo1.khoo1
kam2	kam2
khoo1khoo1	khoo1.khoo1
chiu2 theh8lue3	chiu2|theh8lue3
khoo1khoo1	khoo1.khoo1
cit8pah4	cit8pah4
nng7pah4	nng7pah4
nng7pah4	nng7pah4
cit8pah4	cit8pah4
nng7pah4	nng7pah4
khoo1khoo1 beh4 chong3 sann2	khoo1.khoo1|beh4|chong3|sann2
he1 phinn7khang1	he1|phinn7khang1
phinn7khang1	phinn7khang1
he1 phinn7sai2	he1|phinn7sai2
kha1	kha1
kha1 tueh4	kha1|tueh4
kha1	kha1
kha1	kha1
chiu2	chiu2
chiu2 tueh4	chiu2|tueh4
chiu2	chiu2
chiu2	chiu2
chiu2 cia1	chiu2|cia1
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
kiann1	kiann1
kiann1	kiann1
phah4	phah4
khoo1khoo1	khoo1.khoo1
khoo1khoo1 lok4lue3	khoo1.khoo1|lok4.lue3
khoo1khoo1 lok4lue3	khoo1.khoo1|lok4.lue3
khoo1khoo1	khoo1.khoo1
an3ne1	an3.ne1
cit8pah4	cit8pah4
nng7pah4	nng7pah4
cit8pah4	cit8pah4
cit8pah4	cit8pah4
tiunn1 ah4 tiunn1	tiunn1|ah4|tiunn1
tiunn1	tiunn1
i1 kong2	i1|kong2
bo5ai3	bo5ai3
bo5ai3	bo5ai3
be7sai2	be7sai2
kio3	kio3
a2 iu7a2	a2|iu7a2
an3ne1	an3.ne1
beh4 khuann3 he1	beh4|khuann3|he1
phainn2khi3	phainn2.khi3
m7bian2	m7bian2
bian2	bian2
lan2 tau1	lan2|tau1
sua1a2	sua1.a2
sua1a2	sua1.a2
ce1	ce1
li2 kong2 sann2	li2|kong2|sann2
li2 kong2	li2|kong2
gin2a2	gin2.a2
li2 kong2	li2|kong2
ciunn1ci5	ciunn1.ci5
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
phah4 si2	phah4|si2
phah4 si2	phah4|si2
sio1phah4	sio1.phah4
sio1phah4	sio1.phah4
hi5a2	hi5a2
cu2chai3	cu2.chai3
ho2	ho2
cu2	cu2
cu2	cu2
an3ne1	an3.ne1
pai3pai3	pai3.pai3
pai3pai3	pai3.pai3
chiu2	chiu2
chiu2	chiu2
ho2ciah8	ho2.ciah8
li2 cai1iann2	li2|cai1.iann2
thiann1bo5	thiann1.bo5
ce1	ce1
li2	li2
siunn1 phainn2	siunn1|phainn2
kong2liau2	kong2.liau2
kong2liau2	kong2.liau2
li2 beh4 khuann3	li2|beh4|khuann3
hia1	hia1
hia1	hia1
li2	li2
ce1 sann2	ce1|sann2
ho2ciah8	ho2.ciah8
ce1 sann2	ce1|sann2
li2 khuann3	li2|khuann3
li2 khuann3	li2|khuann3
khu3khu3sau3	khu3.khu3.sau3
cia1	cia1
ai3 khoo3	ai3|khoo3
i1 ching7sann1	i1|ching7sann1
i1 ching7sann1	i1|ching7sann1
ching7sann1	ching7sann1
ce7khi3 a1ma2 ho2	ce7khi3|a1.ma2|ho2
ce1 sann2	ce1|sann2
ling5ging2	ling5ging2
ling5ging2	ling5ging2
ling5ging2	ling5ging2
ce1	ce1
ce1 nai7ci1	ce1|nai7ci1
nai7ci1	nai7ci1
ce1	ce1
bok8kue1	bok8kue1
bok8kue1	bok8kue1
ce1	ce1
ce1 a1ma2 cing3	ce1|a1.ma2|cing3
ce1 li2	ce1|li2
ce1 a1ma2 cing3	ce1|a1.ma2|cing3
liu2ting1	liu2.ting1
ce1 kam1a2	ce1|kam1.a2
kam1a2	kam1.a2
pat8a2	pat8a2
liu2ting1	liu2.ting1
liu2ting1	liu2.ting1
beh4 cu3sia7	beh4|cu3.sia7
cu3sia7	cu3.sia7
kiann1 ioh8a2	kiann1|ioh8a2
ioh8a2 khoo2khoo2	ioh8a2|khoo2.khoo2
kiann1 ioh8a2	kiann1|ioh8a2
hinn7a2	hinn7a2
hinn7a2	hinn7a2
khui1	khui1
li2	li2
thiann1	thiann1
khui1	khui1
cai1	cai1
kue3lai5	kue3.lai5
phainn2phainn2	phainn2.phainn2
cin1 phainn2	cin1|phainn2
siunn1 phainn2	siunn1|phainn2
siunn1 phainn2	siunn1|phainn2
ce1	ce1
ce1	ce1
pa1pa1	pa1.pa1
ce1 be2	ce1|be2
a1kong1 be2	a1.kong1|be2
beh4	beh4
beh4	beh4
li2 kong2	li2|kong2
ce1	ce1
kuai1	kuai1
li2 ciah8pa2	li2|ciah8pa2
ciah8pa2	ciah8pa2
li2 ciah8pa2	li2|ciah8pa2
ko1ko1	ko1.ko1
ko1ko1	ko1.ko1
ce1le0	ce1.le0
bang2a2 li2 ting3	bang2.a2|li2|ting3
bang2a2 li2 ting3	bang2.a2|li2|ting3
ce1	ce1
he1 ko1ko1	he1|ko1.ko1
cit4le0	cit4.le0
cia1	cia1
cia1	cia1
hia1 pa1pa1	hia1|pa1.pa1
pa1pa1 tueh4	pa1.pa1|tueh4
pa1pa1	pa1.pa1
pa1pa1 tueh4	pa1.pa1|tueh4
pa1pa1 tueh4	pa1.pa1|tueh4
li2 khuann3mai7	li2|khuann3.mai7
pa1pa1 tueh4	pa1.pa1|tueh4
hia1	hia1
tueh4	tueh4
li2 pi2 khuann3	li2|pi2|khuann3
tueh4	tueh4
tueh4	tueh4
ko1ko1 tueh4	ko1.ko1|tueh4
cia1 ko1ko1	cia1|ko1.ko1
toh4	toh4
tueh4	tueh4
cia1	cia1
cia1	cia1
ce1le0	ce1.le0
ce1	ce1
hia1	hia1
he1le0	he1.le0
pei4jun1e0	pei4.jun1.e0
khuann3tioh8	khuann3.tioh8
tueh4	tueh4
li2 pi2 khuann3	li2|pi2|khuann3
to2 pa1pa1	to2|pa1.pa1
i1 tih4 kong2 sann2 gua2 thiann1bo5	i1|tih4|kong2|sann2|gua2|thiann1.bo5
li2 sng2 sua1a2	li2|sng2|sua1.a2
li2 sng2 sua1a2	li2|sng2|sua1.a2
kuai1	kuai1
he1	he1
he1	he1
he1le0	he1.le0
he1	he1
kam2	kam2
he1 sann2	he1|sann2
hinn7a2	hinn7a2
hinn7a2	hinn7a2
hinn7a2	hinn7a2
hinn7a2	hinn7a2
thau5moo1	thau5moo1
thau5moo1	thau5moo1
hia1	hia1
e7sai2	e7sai2
ho2ciah8	ho2.ciah8
ping1ping1	ping1.ping1
he1 ping1	he1|ping1
ping1	ping1
ping1	ping1
sik4khia1	sik4.khia1
ho2	ho2
ho2 be2	ho2|be2
be2 ho2	be2|ho2
be2 ho2	be2|ho2
ho2	ho2
pa1pa1 chiat4	pa1.pa1|chiat4
pa1pa1 chiat4	pa1.pa1|chiat4
ho2 kio3 pa1pa1 chiat4	ho2|kio3|pa1.pa1|chiat4
ho2	ho2
tan2le0 ciah4	tan2.le0|ciah4
kang7khuan2	kang7khuan2
nai7ci1	nai7ci1
sng1sng1	sng1.sng1
nai7ci1	nai7ci1
he1 sann2	he1|sann2
he1 siann2mih8	he1|siann2.mih8
phong7ko2	phong7ko2
li2	li2
phong7ko2	phong7ko2
a1ma2 cing3	a1.ma2|cing3
se2 liu2ting1	se2|liu2.ting1
li2 khi3 se2 liu2ting1	li2|khi3|se2|liu2.ting1
ce1 sann2	ce1|sann2
liu2ting1	liu2.ting1
liu2ting1	liu2.ting1
a1ma2 cing3	a1.ma2|cing3
a1ma2 cing3	a1.ma2|cing3
suann1	suann1
suann1	suann1
he1	he1
ho2	ho2
kiann1kiann1	kiann1.kiann1
ho2	ho2
ti7leh4	ti7leh4
a1ma2 ti7leh4	a1.ma2|ti7leh4
a1ma2 ti7leh4	a1.ma2|ti7leh4
ho2	ho2
ho2	ho2
he1 kha1 hiah4 bai2 koh4 po3 khuann3	he1|kha1|hiah4|bai2|koh4|po3|khuann3
m7ho2 khang3	m7ho2|khang3
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
tian7hong1	tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
i1 khun3 liau2 ciok4 pa2	i1|khun3|liau2|ciok4|pa2
bang2a2 ting3	bang2.a2|ting3
bang2a2 ting3	bang2.a2|ting3
ce1	ce1
ka7lue3	ka7lue3
phah4 kha1chng1	phah4|kha1.chng1
kong2	kong2
kong2	kong2
phah4 kha1chng1	phah4|kha1.chng1
hia1 khau3	hia1|khau3
khau3	khau3
kong2	kong2
an3ne1	an3.ne1
an3ne1	an3.ne1
kong2	kong2
pa1pa1 phah4 kha1chng1	pa1.pa1|phah4|kha1.chng1
phah4 kha1chng1	phah4|kha1.chng1
long2 phah4	long2|phah4
khoo3	khoo3
kiann1kiann1	kiann1.kiann1
li2 khoo3	li2|khoo3
a1ma2 kok0kok0ke1	a1.ma2|kok0kok0ke1
a1ma2 ciah4	a1.ma2|ciah4
ciah4	ciah4
a1ma2 liah8khi3	a1.ma2|liah8khi3
a1ma2 liah8khi3	a1.ma2|liah8khi3
kok0kok0ke1	kok0kok0ke1
a1ma2 liah8khi3	a1.ma2|liah8khi3
ke1bah4	ke1.bah4
li2 ke1bah4	li2|ke1.bah4
an3ne1	an3.ne1
beh4 khi3 chit4tho5	beh4|khi3|chit4.tho5
i1 kong2 pa1pa1 se2	i1|kong2|pa1.pa1|se2
pa1pa1 se2	pa1.pa1|se2
oo1khi3	oo1.khi3
oo1khi3	oo1.khi3
tan2le0 ciah4koh4 se2	tan2.le0|ciah4.koh4|se2
hiah4 pa2	hiah4|pa2
hiah4 pa2	hiah4|pa2
phah4eh4	phah4.eh4
phah4eh4	phah4.eh4
li2 se2thau5moo1	li2|se2.thau5moo1
kui2	kui2
kui2	kui2
kui2	kui2
pa1pa1 chiat4	pa1.pa1|chiat4
kuainn1khi2lai5	kuainn1.khi2.lai5
kuainn1khi2lai5	kuainn1.khi2.lai5
be7tang3 jip8khi3	be7tang3|jip8khi3
khui1khui1	khui1.khui1
i1 khui1khui1	i1|khui1.khui1
so2si5	so2.si5
so2si5	so2.si5
so2si5 khui1 khui1	so2.si5|khui1|khui1
so2si5 thang1ho2 khui1 ho2	so2.si5|thang1.ho2|khui1|ho2
he1 tian7hong1	he1|tian7hong1
tian7hong1	tian7hong1
tian7hong1	tian7hong1
ko1ko1	ko1.ko1
a2be7	a2.be7
long2 e5a2	long2|e5a2
koh4 khah4 oo1	koh4|khah4|oo1
thoo5kha1 sio1sio1	thoo5kha1|sio1.sio1
thoo5kha1 sio1sio1	thoo5kha1|sio1.sio1
ai3 e5a2	ai3|e5a2
sio1sio1	sio1.sio1
kuai1	kuai1
bo5khi3	bo5khi3
lau5ting2	lau5ting2
pa1pa1 be2	pa1.pa1|be2
he1	he1
he1 a1kong1 be2	he1|a1.kong1|be2
a1kong1 be2	a1.kong1|be2
a1kong1 tho2 khoo1khoo1	a1.kong1|tho2|khoo1.khoo1
tho2 khoo1khoo1	tho2|khoo1.khoo1
a1kong1 tho2 khoo1khoo1	a1.kong1|tho2|khoo1.khoo1
cia1	cia1
cit4	cit4
cit4	cit4
cit4	cit4
khuann3 lai7te2	khuann3|lai7te2
lai7te2	lai7te2
mih8a2	mih8a2
khoo1khoo1 hia1	khoo1.khoo1|hia1
he1 sann2	he1|sann2
ia2	ia2
cit8pah4	cit8pah4
lue3	lue3
ho2	ho2
ho2	ho2
a1ma2 hia1	a1.ma2|hia1
be2 piann2 ho2	be2|piann2|ho2
be2 piann2	be2|piann2
li2 u7kau3 ai3ciah8	li2|u7kau3|ai3.ciah8
beh4 kiann5khi3 tueh4	beh4|kiann5khi3|tueh4
ko1ko1	ko1.ko1
hioh8a2	hioh8a2
hioh8a2	hioh8a2
hioh8a2	hioh8a2
hioh8a2	hioh8a2
ciah8pa2	ciah8pa2
hia1	hia1
kio3 cheh4 li2 khuann3	kio3|cheh4|li2|khuann3
ce1 sann2	ce1|sann2
ka1	ka1
ka1	ka1
ka1to1	ka1.to1
ka1to1	ka1.to1
ka1ka1	ka1.ka1
chiu2	chiu2
chiu2 tueh4	chiu2|tueh4
chiu2	chiu2
li2 khuann3 chiu2	li2|khuann3|chiu2
hue1 li2 khuann3	hue1|li2|khuann3
li2 khuann3	li2|khuann3
ce1 sann2	ce1|sann2
lian2a2	lian2.a2
ce1 sann2	ce1|sann2
bak8ciu1 bak8ciu1	bak8ciu1|bak8ciu1
bak8ciu1 tueh4	bak8ciu1|tueh4
bak8ciu1	bak8ciu1
bak8ciu1	bak8ciu1
phinn7a2	phinn7a2
phinn7a2	phinn7a2
phinn7a2	phinn7a2
phinn7a2 tueh4	phinn7a2|tueh4
li2 khuann3	li2|khuann3
thau1chua7jio7	thau1.chua7jio7
niau1mi1	niau1.mi1
li2 khuann3 niau1mi1	li2|khuann3|niau1.mi1
tueh4	tueh4
niau1mi1	niau1.mi1
niau1mi1	niau1.mi1
chia1	chia1
chia1	chia1
chia1	chia1
hue1kan1	hue1.kan1
kua3 bak8kiann3	kua3|bak8kiann3
li2 khuann3 i1 leh4	li2|khuann3|i1|leh4
lim1te5	lim1.te5
lim1te5	lim1.te5
lim1te5	lim1.te5
ce1 chiu7a2	ce1|chiu7a2
chiu7a2	chiu7a2
ce1	ce1
bo7a2	bo7a2
cia1	cia1
cia1	cia1
cia1	cia1
hue1	hue1
lian2a2	lian2.a2
thng3 khoo3	thng3|khoo3
thng3 khoo3	thng3|khoo3
thng3 khoo3	thng3|khoo3
ce1 khoo3	ce1|khoo3
ce1 khoo3	ce1|khoo3
khoo3	khoo3
ce1	ce1
thng3 khoo3	thng3|khoo3
ce1 khoo3	ce1|khoo3
thau5moo1	thau5moo1
khoo3	khoo3
khoo3	khoo3
ah4bo5 thng3 khoo3	ah4.bo5|thng3|khoo3
thng3 khoo3	thng3|khoo3
thng3 khoo3 khi2lai5 phah4 kha1chng1	thng3|khoo3|khi2.lai5|phah4|kha1.chng1
bak8ciu1	bak8ciu1
bak8ciu1	bak8ciu1
hinn7a2	hinn7a2
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
sann1 hue3	sann1|hue3
chiu2	chiu2
beh4 thng3 e5a2	beh4|thng3|e5a2
an3nua2	an3.nua2
ka1ling7	ka1.ling7
pue1a2	pue1.a2
lim1te5	lim1.te5
lim1te5	lim1.te5
ko1ko1 khui1	ko1.ko1|khui1
ho2	ho2
chau3 pa1pa1	chau3|pa1.pa1
chau3 ko1ko1	chau3|ko1.ko1
chau3	chau3
chau3	chau3
li2 kong2	li2|kong2
chau3	chau3
kin1cio1	kin1.cio1
i1 beh4 kin1cio1	i1|beh4|kin1.cio1
cia1	cia1
ho2	ho2
ho2	ho2
peh4	peh4
peh4	peh4
peh4	peh4
khui1	khui1
khui1	khui1
khui1	khui1
peh4	peh4
beh4	beh4
beh4 koh4	beh4|koh4
piann2	piann2
tueh4 piann2	tueh4|piann2
piann2 ho2	piann2|ho2
ho2 li2 tam3 cia1 tan2	ho2|li2|tam3|cia1|tan2
piann2	piann2
piann2 ho2	piann2|ho2
piann2	piann2
a1ma2 hia1 piann2	a1.ma2|hia1|piann2
li2 tan2	li2|tan2
piann2	piann2
gua2	gua2
li2	li2
tueh4	tueh4
tian7hong1 tueh4	tian7hong1|tueh4
ue7sing1cua2	ue7sing1.cua2
cua2	cua2
chau3 pa1pa1	chau3|pa1.pa1
chau3 ko1ko1	chau3|ko1.ko1
chau3	chau3
li2 kong2	li2|kong2
chau3	chau3
an3ne1	an3.ne1
an3ne1 hiah4	an3.ne1|hiah4
an3ne1	an3.ne1
khat4lue3	khat4.lue3
tng3ang5ku1	tng3.ang5ku1
oo1oo1	oo1.oo1
oo1oo1	oo1.oo1
oo1oo1	oo1.oo1
li2 kong2	li2|kong2
a1kong1	a1.kong1
kio3 a1kong1	kio3|a1.kong1
pa2	pa2
cia1	cia1
hia1	hia1
a1peh4	a1.peh4
ho2	ho2
li2 kong2	li2|kong2
cia1	cia1
cia1	cia1
cia1	cia1
sann1	sann1
ce1	ce1
ce1	ce1
ce1 khoo3	ce1|khoo3
khoo3	khoo3
khoo3	khoo3
sann1	sann1
khoo1khoo1	khoo1.khoo1
khoo1khoo1	khoo1.khoo1
beh4	beh4
sio1sio1	sio1.sio1
sio1sio1	sio1.sio1
be7sai2	be7sai2
he1 siann2	he1|siann2
li2 kong2 khat4	li2|kong2|khat4
khat4	khat4
ce1 sann2	ce1|sann2
ho2ciah8	ho2.ciah8
ho2ciah8	ho2.ciah8
tiam7tiam7a2	tiam7tiam7a2
tiam7tiam7a2	tiam7tiam7a2
pa1pa1	pa1.pa1
a1ma2	a1.ma2
a1kong1	a1.kong1
kin2	kin2
li2 khuann3	li2|khuann3
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
kiann1kiann1	kiann1.kiann1
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ka7lue3	ka7lue3
cau2	cau2
cau2	cau2
khuann3 koh4 kann2 phah4	khuann3|koh4|kann2|phah4
kok0kok0ke1	kok0kok0ke1
siunn1 phainn2	siunn1|phainn2
beh4 sann2	beh4|sann2
a1ki5	a1.ki5
li2 siak4	li2|siak4
siak4 sann2 phainn2khi3	siak4|sann2|phainn2.khi3
kong2 cit4 ciah4 sann2mih8	kong2|cit4|ciah4|sann2.mih8
li2 phainn2se3	li2|phainn2.se3
li2 kong2	li2|kong2
sann2mih8	sann2.mih8
li2 ciah8pa2	li2|ciah8pa2
li2 ciah8pa2	li2|ciah8pa2
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
li2 kong2	li2|kong2
ce1	ce1
ce1 sann2	ce1|sann2
cit4 sann2mih8	cit4|sann2.mih8
chui3chiu1	chui3.chiu1
ce1 sann2mih8	ce1|sann2.mih8
ce1 sann2mih8	ce1|sann2.mih8
ce1 sann2mih8	ce1|sann2.mih8
lai7te2 ce1 sann2mih8	lai7te2|ce1|sann2.mih8
cit4 sann2mih8	cit4|sann2.mih8
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
li2 kong2	li2|kong2
li2 kong2 ce1 sann2mih8	li2|kong2|ce1|sann2.mih8
ce1 bue2liu1	ce1|bue2.liu1
e5a2 li2 long2 oo1peh8 tan3	e5a2|li2|long2|oo1.peh8|tan3
li2 long2 oo1peh8 tan3	li2|long2|oo1.peh8|tan3
li2 khi3 uan1kio5 a1ma2 hia1 chong3 sann2	li2|khi3|uan1.kio5|a1.ma2|hia1|chong3|sann2
chong3 sann2	chong3|sann2
sann2mih8	sann2.mih8
cit4 ciah4 li2	cit4|ciah4|li2
cit4 ciah4	cit4|ciah4
cit4 ciah4 li2	cit4|ciah4|li2
kua3 sann2mih8	kua3|sann2.mih8
ce1	ce1
ce1 sann2	ce1|sann2
i1 ti3 ce1 sann2mih8	i1|ti3|ce1|sann2.mih8
ti3 siann2mih8	ti3|siann2.mih8
li2 teh4tioh8	li2|teh4.tioh8
khian1tioh8	khian1.tioh8
khng3lue3	khng3.lue3
khng3 ho2	khng3|ho2
li2 kam2 cai1	li2|kam2|cai1
li2	li2
i1 cai1iann2 lin2 long2 cah4	i1|cai1.iann2|lin2|long2|cah4
li2 be7ki3cit4	li2|be7ki3.cit4
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
cit4 ciah4 sann2mih8	cit4|ciah4|sann2.mih8
li2 hit4 tiunn1 sing1	li2|hit4|tiunn1|sing1
he1 sann2mih8	he1|sann2.mih8
li2 kam2 cai1	li2|kam2|cai1
he1	he1
i1 kong2 an3ne1 siunn1 se3 siann1	i1|kong2|an3.ne1|siunn1|se3|siann1
ho2	ho2
cit4le0	cit4.le0
lo1so1	lo1.so1
uann7lai5uann7khi3	uann7lai5uann7khi3
ho2	ho2
hit4 ciah4 sann2	hit4|ciah4|sann2
hit4 ciah4 sann2	hit4|ciah4|sann2
khah4	khah4
khah4	khah4
khah4	khah4
ce1 giu2	ce1|giu2
giu2	giu2
khah4	khah4
khah4	khah4
khah4	khah4
beh4	beh4
kin2	kin2
pang3jio7 ho2	pang3.jio7|ho2
tam3 cia1 ho2	tam3|cia1|ho2
lan2 chut4lai5 gua7khau2 bah4	lan2|chut4.lai5|gua7khau2|bah4
uan1kio5 a1ma2	uan1.kio5|a1.ma2
uan1kio5 a1ma2 uan1kio5	uan1.kio5|a1.ma2|uan1.kio5
cok4 sio1	cok4|sio1
ching3 ian1 li2 khuann3	ching3|ian1|li2|khuann3
li2 hia1	li2|hia1
cok4 ki5kuai3	cok4|ki5kuai3
